#Sequence ID	name	date	primer	latlon	latitude	longitude	locality	country	note	address	altitude	sample_number	location	type	sex	site	yearmonth	source	volunteer	sampletype	sampleid	notes	sample_date	method	lat_lon
Lanzhou_Shi|20110101|China|305	SRA Sample ERR527107 294	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore|20140608|USA|12	SRA Sample SRR4435814 2	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20110101|China|886	SRA Sample ERR527135 6	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Riga|20160201|Latvia|1	31.Latvia.Riga.01-02-2016	20160201		56.9496487,24.1051865	56.9496487	24.1051865	Riga	Latvia														crAssphage_B 1-1346 (99%) aligns to NODE_148_length_21876_cov_34.8783 4388-5733 with 98.291% identity			
Lanzhou_Shi|20120101|China|688	SRA Sample ERR1018242 2	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Modfice|20151201|Czech_Republic|1	Mazankova primer B sample 12 20151201	20151201		49.1278897,16.6144122	49.1278897	16.6144122	Modfice	Czech_Republic				476	Ostrava	pre-sewage treatment plant											
Lanzhou_Shi|20110101|China|893	SRA Sample ERR527135 13	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|136	SRA Sample ERR527107 125	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|150	SRA Sample ERR1190653 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|103	SRA Sample SRR3160438 103	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|259	SRA Sample ERR1018206 129	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|513	SRA Sample SRR4074260 507	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|652	SRA Sample SRR4074260 646	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Ghan|20120101|Australia|13	SRA Sample ERR505105 1	20120101		-25.274398,133.775136	-25.274398	133.775136	Ghan	Australia																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|540	SRA Sample ERR527107 529	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|453	SRA Sample ERR527107 442	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|333	SRA Sample SRR4074260 327	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1257	SRA Sample SRR4074332 368	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Zhuhai_Shi|20140401|Hong_Kong|8	SRA Sample SRR2043641 8	20140401		22.15,114.10	22.15	114.10	Zhuhai Shi	Hong_Kong																haplotype called by gretel version 0.0.8	22.15 N 114.10 E
Lanzhou_Shi|20110101|China|746	SRA Sample ERR527107 735	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|579	SRA Sample ERR527107 568	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Buenos_Aires|20160414|Argentina|1	Raul Raya Primer B	20160414		-34.6043888,-58.4404233	-34.6043888	-58.4404233	Buenos Aires	Argentina		C1033AAJ, Av Rivadavia 1917, CABA, Argentina															
Lanzhou_Shi|20110101|China|187	SRA Sample ERR527107 176	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Gava|20131101|Spain|1	Muniesa E4 Gava primer B Raw Sewage	20131101		41.3037013,1.9858569	41.3037013	1.9858569	Gava	Spain										Raw Sewage							
Lanzhou_Shi|20110101|China|254	SRA Sample ERR527107 243	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|915	SRA Sample ERR1018281 2	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|385	SRA Sample ERR527107 374	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|740	SRA Sample ERR527107 729	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Evrange|20120921|Luxembourg|7	SRA Sample SRR3313062 7	20120921		49.5,6.2	49.5	6.2	Evrange	Luxembourg																haplotype called by gretel version 0.0.8	49.5 N 6.2 E
Roma|20130101|Italy|313	SRA Sample SRR4074260 307	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|862	SRA Sample SRR4074260 856	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|412	SRA Sample ERR1018206 282	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Singapore|20150626|Singapore|1	SRA Sample SRR3501855 1	20150626		1.33,103.75	1.33	103.75	Singapore	Singapore																haplotype called by gretel version 0.0.8	1.33 N 103.75 E
Lanzhou_Shi|20120101|China|619	SRA Sample ERR1018206 489	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1232	SRA Sample SRR4074332 343	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|569	SRA Sample ERR527107 558	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|989	SRA Sample SRR4074332 100	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Madrid|20090101|Spain|19	SRA Sample ERR414387 1	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|40	SRA Sample ERR1018201 37	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|89	SRA Sample SRR4074260 83	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|588	SRA Sample ERR527107 577	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|132	SRA Sample SRR4074260 126	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|943	SRA Sample SRR4074332 54	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1231	SRA Sample SRR4074332 342	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|540	SRA Sample ERR1018206 410	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|170	SRA Sample ERR1190953 4	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore|20140609|USA|13	SRA Sample SRR4435767 6	20140609		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Roma|20130101|Italy|1277	SRA Sample SRR4074332 388	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|612	SRA Sample ERR1018206 482	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|1087	SRA Sample ERR532383 2	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|24	SRA Sample SRR3160438 24	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi|20140101|China|5	SRA Sample ERR1190711 2	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore|20140608|USA|7	SRA Sample SRR4435697 7	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20140101|China|36	SRA Sample ERR1190555 5	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|789	SRA Sample ERR589824 43	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|294	SRA Sample ERR1018206 164	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Laguna_Niguel|20170403|USA|1	BibbyS3_20170403	20170403	C	33.5408776,-117.7063134	33.5408776	-117.7063134	Laguna Niguel	USA		Regional Treatment Plant, 29201 La Paz Rd, Laguna Niguel, CA 92629															
Lanzhou_Shi|20110101|China|24	SRA Sample ERR527107 13	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|882	SRA Sample SRR4074260 876	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|317	SRA Sample ERR527107 306	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Apeldoorn|20151106|The_Netherlands|1	Brouns lab primer B 20151106	20151106		52.180646,5.9478529	52.180646	5.9478529	Apeldoorn	The Netherlands		Albert Schweitzerlaan 31, 7334 DZ Apeldoorn, Netherlands	36m														
Lanzhou_Shi|20120101|China|136	SRA Sample ERR1018206 6	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|1027	SRA Sample ERR527080 6	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore|20140603|USA|5	SRA Sample SRR4481704 3	20140603		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|588	SRA Sample ERR1018206 458	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal|20101118|Canada|4	SRA Sample SRR2565925 4	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi|20110101|China|259	SRA Sample ERR527107 248	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|117	SRA Sample ERR525802 5	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal|20100325|Canada|48	SRA Sample SRR2566056 48	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi|20120101|China|455	SRA Sample ERR1018206 325	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Ralsko|20151201|Czech_Republic|1	Mazankova primer B sample 16 20151201	20151201		50.5583072,14.8217867	50.5583072	14.8217867	Ralsko	Czech_Republic				275	Zastavka u Brna	post-STP, refugee camp											
Roma|20130101|Italy|788	SRA Sample SRR4074260 782	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|164	SRA Sample SRR3160438 164	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Barcelona|20150501|Spain|1	Muniesa E32 Girona primer B Raw Sewage	20150501		41.3942867,2.1701905	41.3942867	2.1701905	Barcelona	Spain										Raw Sewage							
Roma|20130101|Italy|726	SRA Sample SRR4074260 720	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|227	SRA Sample SRR4074260 221	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|130	SRA Sample ERR1018203 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|42	SRA Sample ERR1190617 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|117	SRA Sample ERR1018213 60	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|536	SRA Sample SRR4074260 530	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|427	SRA Sample ERR527107 416	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|436	SRA Sample SRR4074260 430	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|600	SRA Sample SRR4074260 594	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|62	SRA Sample ERR525843 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|866	SRA Sample ERR527104 39	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1327	SRA Sample SRR4074259 2	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|733	SRA Sample ERR589571 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal|20101118|Canada|19	SRA Sample SRR2565925 19	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi|20110101|China|67	SRA Sample ERR527107 56	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|949	SRA Sample ERR527135 69	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla|20121109|Germany|2	SRA Sample SRR1237782 2	20121109		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|180	SRA Sample ERR414240 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|120	SRA Sample ERR1018213 63	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|161	SRA Sample SRR3160438 161	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Roma|20130101|Italy|1336	SRA Sample SRR4074357 1	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|6	SRA Sample SRR4074305 6	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Oswiecim|20160303|Poland|3	Decewicz Dziewit Primer B 20160303	20160303		50.038062,19.321854	50.038062	19.321854	Oswiecim	Poland		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland															
Lincoln|20121005|USA|1	SRA Sample SRR3737026 1	20121005		40.829,-96.667	40.829	-96.667	Lincoln	USA																haplotype called by gretel version 0.0.8	40.829 N 96.667 W
Lanzhou_Shi|20120101|China|21	SRA Sample ERR1018201 18	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Madrid|20090101|Spain|25	SRA Sample ERR209607 1	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|40	SRA Sample ERR321483 17	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal|20100308|Canada|3	SRA Sample SRR2566042 3	20100308		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma|20130101|Italy|373	SRA Sample SRR4074260 367	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|962	SRA Sample SRR4074332 73	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|417	SRA Sample ERR527107 406	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|319	SRA Sample ERR1018206 189	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|111	SRA Sample SRR3160438 111	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Roma|20130101|Italy|731	SRA Sample SRR4074260 725	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Ghan|20120101|Australia|5	SRA Sample ERR505085 2	20120101		-25.274398,133.775136	-25.274398	133.775136	Ghan	Australia																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|744	SRA Sample SRR4074260 738	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|1041	SRA Sample ERR527082 4	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Madrid|20090101|Spain|31	SRA Sample ERR414386 1	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex|20050101|France|94	SRA Sample ERR479386 16	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|881	SRA Sample SRR4074260 875	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Independence|20060105|USA|4	SRA Sample ERR318688 1	20060105		37.09024,-95.712891	37.09024	-95.712891	Independence	USA																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|476	SRA Sample SRR4074260 470	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|15	SRA Sample ERR209507 8	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|683	SRA Sample ERR527107 672	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|987	SRA Sample SRR4074332 98	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|121	SRA Sample SRR4074260 115	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|236	SRA Sample SRR4074260 230	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|397	SRA Sample SRR4074260 391	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex|20050101|France|50	SRA Sample ERR479368 1	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1019	SRA Sample SRR4074332 130	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|619	SRA Sample SRR4074260 613	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|124	SRA Sample SRR4074260 118	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Tampere|20151120|Finland|1	Cinek lab sample bin11 primer B 20151120	20151120		61.505,23.815	61.505	23.815	Tampere	Finland	coordinates are hospital location																
Lanzhou_Shi|20120101|China|794	SRA Sample ERR589824 48	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|562	SRA Sample SRR4074260 556	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1265	SRA Sample SRR4074332 376	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|575	SRA Sample ERR1018206 445	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
